book,rating
1465324,5.0
1336330,4.51229314082
1291809,4.51229314082
1089243,4.51229314082
1063401,4.51229314082
1059419,4.48770685918
25826936,4.48770685918
4011670,4.48770685918
1046265,4.48770685918
4742918,4.48770685918
